Strike,Ticker,Bid,Ask,Last,IVM,Volm,Strike,Ticker,Bid,Ask,Last,IVM,Volm
9800,SPX 3/19/27 C9800,3,3.400000095,3.799999952,13.1458683,0,9800,SPX 3/19/27 P9800,2602.300049,2615.100098,0,13.96071815,0
10000,SPX 3/19/27 C10000,2.150000095,2.599999905,2.200000048,13.36295891,0,10000,SPX 3/19/27 P10000,2794.600098,2807.800049,2812.01001,12.88922405,0
10200,SPX 3/19/27 C10200,1.599999428,2,1.950000048,13.60045147,0,10200,SPX 3/19/27 P10200,2971.300049,3010.399902,0,12.01156616,0
10400,SPX 3/19/27 C10400,1.049999952,1.649999976,1.389999986,13.80439663,0,10400,SPX 3/19/27 P10400,3163,3202.100098,0,15.85460949,0
10600,SPX 3/19/27 C10600,0.850000024,1.399999976,1.330000043,14.14128876,0,10600,SPX 3/19/27 P10600,3354.800049,3393.899902,0,15.79603767,0
10800,SPX 3/19/27 C10800,0.699999988,1.200000048,0.959999979,14.47793293,0,10800,SPX 3/19/27 P10800,3546.699951,3585.699951,0,20.35424423,0
11000,SPX 3/19/27 C11000,0.25,0.949999988,0.769999981,13.39095497,0,11000,SPX 3/19/27 P11000,3738.600098,3777.699951,0,20.87173271,0
11200,SPX 3/19/27 C11200,0.150000006,0.850000024,0.850000024,14.69965935,0,11200,SPX 3/19/27 P11200,3930.600098,3969.699951,0,21.33589172,0
11400,SPX 3/19/27 C11400,0.349999994,0.75,0.620000005,14.75773811,0,11400,SPX 3/19/27 P11400,4122.600098,4161.700195,0,28.45284843,0
11600,SPX 3/19/27 C11600,0.25,0.699999988,0.589999974,14.84042931,0,11600,SPX 3/19/27 P11600,4314.700195,4353.700195,0,,0
11800,SPX 3/19/27 C11800,0.25,0.649999976,0.75,16.04738998,0,11800,SPX 3/19/27 P11800,4506.700195,4545.799805,0,29.79005623,0
